timestamp,target_x,target_y,target_z,std_x,std_y,std_z,prop_x,prop_y,prop_z,err_std_mm,err_prop_mm,delay_ms,tau_filt_ms
0.3064,0.18844,0.29791,0.9,0.18453,0.32709,0.9,0.18758,0.3179,0.9,31.32,21.19,184.7,159.5
0.3223,0.18878,0.29834,0.9,0.18478,0.32537,0.9,0.18707,0.31599,0.9,29.07,18.81,184.7,160.5
0.3383,0.18816,0.29883,0.9,0.18499,0.32378,0.9,0.18655,0.31431,0.9,26.75,16.45,184.7,161.5
0.3554,0.18846,0.29985,0.9,0.18519,0.32234,0.9,0.18676,0.31272,0.9,24.18,14.5,101.2,159.1
0.3752,0.18863,0.29957,0.9,0.1854,0.32097,0.9,0.1881,0.31139,0.9,23.02,12.65,101.2,156.7
0.3915,0.18871,0.30019,0.9,0.1856,0.31973,0.9,0.18816,0.30958,0.9,21.05,11.46,176.1,157.5
0.4084,0.18854,0.29996,0.9,0.18578,0.31854,0.9,0.18815,0.30794,0.9,19.98,9.86,176.1,158.3
0.4262,0.18844,0.29973,0.9,0.18594,0.31741,0.9,0.18852,0.30642,0.9,19.0,8.47,176.1,159.0
0.4427,0.18912,0.29918,0.9,0.18613,0.31632,0.9,0.18885,0.30506,0.9,18.51,7.15,151.0,158.7
0.4586,0.18936,0.29905,0.9,0.18632,0.31528,0.9,0.1892,0.3038,0.9,17.56,6.02,151.0,158.4
0.4746,0.18954,0.29919,0.9,0.18651,0.31432,0.9,0.18944,0.30295,0.9,16.41,4.67,151.0,158.1
0.4898,0.18925,0.29907,0.9,0.18668,0.3134,0.9,0.18955,0.3022,0.9,15.49,3.77,183.4,159.1
0.507,0.18946,0.29913,0.9,0.18684,0.31255,0.9,0.18976,0.30158,0.9,14.55,2.89,183.4,160.1
0.5233,0.1902,0.29932,0.9,0.18705,0.31175,0.9,0.19033,0.30093,0.9,13.64,2.3,160.6,160.1
0.5403,0.19058,0.29929,0.9,0.18726,0.311,0.9,0.19075,0.30034,0.9,12.95,1.66,160.6,160.1
0.5566,0.19084,0.29925,0.9,0.18747,0.3103,0.9,0.19101,0.29982,0.9,12.29,1.09,160.6,160.1
0.5731,0.19037,0.29931,0.9,0.18765,0.30964,0.9,0.191,0.2994,0.9,11.37,0.61,190.1,161.3
0.5896,0.19074,0.29928,0.9,0.18783,0.30902,0.9,0.19095,0.29899,0.9,10.81,0.32,190.1,162.5
0.6089,0.19072,0.29905,0.9,0.18801,0.30842,0.9,0.19091,0.29862,0.9,10.37,0.23,155.1,162.2
0.6263,0.19075,0.2991,0.9,0.18817,0.30786,0.9,0.19084,0.29771,0.9,9.71,0.33,199.6,163.7
0.6437,0.1907,0.29893,0.9,0.18832,0.30733,0.9,0.19078,0.29707,0.9,9.28,0.38,199.6,165.1
0.6603,0.19065,0.29849,0.9,0.18846,0.3068,0.9,0.19072,0.2968,0.9,9.14,0.86,199.6,166.5
0.6767,0.1906,0.29805,0.9,0.18859,0.30627,0.9,0.19066,0.2966,0.9,9.01,1.04,199.6,167.8
0.6938,0.19341,0.29772,0.9,0.18888,0.30576,0.9,0.19064,0.29649,0.9,9.82,1.21,123.5,166.0
0.7111,0.19296,0.29796,0.9,0.18912,0.30529,0.9,0.19149,0.29638,0.9,8.8,1.39,123.5,164.3
0.7276,0.19185,0.29837,0.9,0.18929,0.30487,0.9,0.19345,0.29634,0.9,7.44,2.13,116.2,162.4
0.7427,0.19229,0.29848,0.9,0.18947,0.30449,0.9,0.19347,0.29652,0.9,7.06,1.58,116.2,160.6
0.7591,0.19275,0.29853,0.9,0.18966,0.30413,0.9,0.19221,0.2969,0.9,6.8,2.28,116.2,158.8
0.7762,0.19347,0.2982,0.9,0.18989,0.30378,0.9,0.19242,0.29717,0.9,7.05,1.56,109.1,156.8
0.7924,0.19389,0.298,0.9,0.19013,0.30343,0.9,0.19296,0.29731,0.9,7.03,1.41,109.1,154.9
0.8091,0.19289,0.29847,0.9,0.1903,0.30313,0.9,0.19362,0.29704,0.9,5.68,1.02,173.3,155.6
0.8253,0.19331,0.29827,0.9,0.19048,0.30284,0.9,0.19402,0.2969,0.9,5.72,1.03,173.3,156.3
0.8418,0.19374,0.29807,0.9,0.19067,0.30255,0.9,0.19347,0.29676,0.9,5.78,1.25,173.3,157.0
0.8584,0.19118,0.2972,0.9,0.19071,0.30223,0.9,0.19034,0.29654,0.9,5.38,3.3,124.1,155.7
0.8744,0.19264,0.29699,0.9,0.19082,0.30192,0.9,0.1899,0.29637,0.9,5.59,0.97,124.1,154.4
0.8905,0.19377,0.29687,0.9,0.191,0.30162,0.9,0.19156,0.29619,0.9,5.85,1.74,124.1,153.2
0.9066,0.18922,0.29752,0.9,0.19089,0.30137,0.9,0.1922,0.29616,0.9,4.47,1.02,188.3,154.6
0.9234,0.19054,0.29729,0.9,0.19087,0.30112,0.9,0.19367,0.29602,0.9,4.09,1.46,188.3,156.0
0.9393,0.19199,0.29708,0.9,0.19094,0.30088,0.9,0.19374,0.29626,0.9,4.2,1.02,188.3,157.2
0.956,0.19384,0.29681,0.9,0.19111,0.30064,0.9,0.19365,0.29641,0.9,5.0,0.9,172.3,157.9
0.9714,0.19368,0.2976,0.9,0.19127,0.30046,0.9,0.19286,0.29708,0.9,3.97,1.59,105.0,155.7
0.9879,0.19317,0.29738,0.9,0.19138,0.30027,0.9,0.19323,0.29712,0.9,3.62,0.62,105.0,153.7
1.0032,0.19342,0.29749,0.9,0.1915,0.3001,0.9,0.19362,0.29715,0.9,3.45,0.57,130.9,152.8
1.0203,0.1929,0.29727,0.9,0.19159,0.29993,0.9,0.1937,0.29711,0.9,3.16,0.4,130.9,151.9
1.0363,0.1926,0.29712,0.9,0.19165,0.29977,0.9,0.19316,0.29691,0.9,2.99,0.7,130.9,151.1
1.0531,0.19353,0.29763,0.9,0.19176,0.29964,0.9,0.19308,0.29692,0.9,2.84,0.43,186.8,152.5
1.0705,0.19347,0.29751,0.9,0.19186,0.29951,0.9,0.1926,0.29675,0.9,2.73,0.59,186.8,153.9
1.087,0.19297,0.2973,0.9,0.19193,0.29938,0.9,0.19328,0.29702,0.9,2.48,0.85,186.8,155.2
1.1029,0.19282,0.29848,0.9,0.19198,0.29932,0.9,0.19431,0.29737,0.9,1.26,1.12,124.5,154.0
1.1193,0.19349,0.29832,0.9,0.19207,0.29926,0.9,0.19347,0.29794,0.9,1.81,1.19,124.5,152.8
1.135,0.19407,0.29757,0.9,0.19219,0.29916,0.9,0.19302,0.29829,0.9,2.62,0.71,190.5,154.3
1.1506,0.19366,0.29798,0.9,0.19228,0.29909,0.9,0.19365,0.29817,0.9,1.88,0.53,190.5,155.8
1.1662,0.19289,0.29844,0.9,0.19232,0.29905,0.9,0.19425,0.29805,0.9,0.89,0.48,190.5,157.1
1.1819,0.19449,0.2981,0.9,0.19245,0.29899,0.9,0.19456,0.29802,0.9,2.37,0.19,152.0,156.9
1.1979,0.19464,0.29807,0.9,0.19258,0.29894,0.9,0.19474,0.29801,0.9,2.38,0.09,152.0,156.7
1.2139,0.19389,0.29802,0.9,0.19266,0.29888,0.9,0.19441,0.298,0.9,1.6,0.43,132.7,155.8
1.2295,0.19377,0.29798,0.9,0.19272,0.29883,0.9,0.1941,0.29799,0.9,1.43,0.4,132.7,154.9
1.2455,0.19404,0.29787,0.9,0.1928,0.29877,0.9,0.19377,0.29798,0.9,1.63,0.39,132.7,154.0
1.2614,0.19419,0.29758,0.9,0.19289,0.2987,0.9,0.19407,0.29785,0.9,1.83,0.27,106.8,152.1
1.2764,0.19416,0.29748,0.9,0.19296,0.29863,0.9,0.19432,0.29773,0.9,1.77,0.19,106.8,150.3
1.2924,0.19352,0.29768,0.9,0.193,0.29857,0.9,0.19429,0.29762,0.9,1.1,0.13,106.8,148.5
1.3083,0.1927,0.29797,0.9,0.19298,0.29853,0.9,0.19428,0.29756,0.9,0.67,0.11,101.9,146.7
1.3251,0.19219,0.29808,0.9,0.19293,0.29851,0.9,0.19421,0.29745,0.9,0.91,0.17,101.9,144.9
1.3421,0.19422,0.29767,0.9,0.19301,0.29846,0.9,0.19354,0.29769,0.9,1.54,0.73,191.6,146.8
1.358,0.19419,0.29757,0.9,0.19308,0.2984,0.9,0.19272,0.29799,0.9,1.48,0.84,191.6,148.6
1.3737,0.19318,0.2978,0.9,0.19309,0.29837,0.9,0.19204,0.29822,0.9,0.61,0.68,170.2,149.4
1.3894,0.1923,0.29811,0.9,0.19304,0.29835,0.9,0.19247,0.29785,0.9,0.82,0.59,170.2,150.3
1.4049,0.19288,0.29747,0.9,0.19303,0.2983,0.9,0.19309,0.2973,0.9,0.9,0.81,157.4,150.5
1.4206,0.1933,0.29709,0.9,0.19305,0.29823,0.9,0.19351,0.29707,0.9,1.24,0.43,157.4,150.8
1.4361,0.19366,0.29726,0.9,0.19308,0.29817,0.9,0.19385,0.29738,0.9,1.15,0.42,157.4,151.1
1.4514,0.1953,0.29762,0.9,0.19322,0.29814,0.9,0.1943,0.2978,0.9,2.29,0.55,115.2,149.6
1.467,0.19481,0.29702,0.9,0.19331,0.29807,0.9,0.19493,0.29778,0.9,1.94,0.53,115.2,148.3
1.4825,0.19463,0.29663,0.9,0.19339,0.29798,0.9,0.19545,0.29766,0.9,1.95,0.42,115.2,146.9
1.4968,0.19538,0.29684,0.9,0.19351,0.29791,0.9,0.19491,0.29702,0.9,2.29,0.87,115.2,145.7
1.5122,0.19476,0.29697,0.9,0.19358,0.29786,0.9,0.19469,0.29677,0.9,1.57,0.36,150.2,145.9
1.5276,0.1947,0.29665,0.9,0.19365,0.29779,0.9,0.19499,0.29667,0.9,1.64,0.23,150.2,146.0
1.5434,0.19484,0.29706,0.9,0.19372,0.29774,0.9,0.19618,0.29702,0.9,1.39,1.13,192.0,147.9
1.5592,0.19459,0.29662,0.9,0.19377,0.29767,0.9,0.19633,0.29715,0.9,1.42,0.14,192.0,149.6
1.5748,0.19589,0.29699,0.9,0.1939,0.29763,0.9,0.196,0.29719,0.9,2.22,0.41,181.0,150.9
1.5906,0.19626,0.29715,0.9,0.19404,0.2976,0.9,0.19562,0.29723,0.9,2.41,0.42,181.0,152.1
1.6062,0.1959,0.29719,0.9,0.19415,0.29758,0.9,0.19527,0.29726,0.9,1.9,0.38,181.0,153.2
1.6221,0.19604,0.29717,0.9,0.19427,0.29755,0.9,0.19509,0.29714,0.9,1.93,0.23,194.5,154.9
1.6375,0.19568,0.29721,0.9,0.19435,0.29753,0.9,0.19462,0.29684,0.9,1.45,0.55,194.5,156.5
1.6533,0.19565,0.29572,0.9,0.19443,0.29743,0.9,0.1938,0.29633,0.9,2.23,0.92,103.6,154.4
1.6688,0.19576,0.29617,0.9,0.19451,0.29735,0.9,0.19398,0.29602,0.9,1.83,0.31,103.6,152.3
1.6847,0.19567,0.29653,0.9,0.19458,0.2973,0.9,0.19499,0.29577,0.9,1.42,0.98,103.6,150.4
1.7007,0.19534,0.29656,0.9,0.19463,0.29726,0.9,0.19576,0.29578,0.9,1.06,0.7,114.5,149.0
1.7181,0.19459,0.29664,0.9,0.19462,0.29722,0.9,0.19589,0.29635,0.9,0.62,0.61,114.5,147.6
1.7351,0.19476,0.29659,0.9,0.19463,0.29718,0.9,0.19527,0.29654,0.9,0.65,0.7,114.5,146.3
1.7507,0.19441,0.29666,0.9,0.19462,0.29715,0.9,0.19453,0.29662,0.9,0.57,0.77,143.9,146.2
1.7675,0.19509,0.29653,0.9,0.19465,0.29711,0.9,0.19495,0.29654,0.9,0.78,0.38,143.9,146.1
1.7829,0.19639,0.29633,0.9,0.19475,0.29707,0.9,0.19631,0.29632,0.9,1.91,1.27,143.9,146.0
1.7989,0.19744,0.29714,0.9,0.19491,0.29707,0.9,0.19692,0.29623,0.9,2.69,0.5,114.6,144.7
1.8144,0.19754,0.29775,0.9,0.19507,0.29711,0.9,0.19749,0.2966,0.9,2.71,0.59,114.6,143.5
1.8311,0.19714,0.29805,0.9,0.19519,0.29717,0.9,0.1976,0.29733,0.9,2.28,0.71,114.6,142.4
1.8468,0.19701,0.29623,0.9,0.1953,0.29711,0.9,0.19768,0.29801,0.9,2.04,0.64,193.2,144.4
1.8629,0.19737,0.29668,0.9,0.19543,0.29709,0.9,0.197,0.29805,0.9,2.11,0.75,193.2,146.3
1.8786,0.19403,0.29709,0.9,0.19534,0.29709,0.9,0.19509,0.29764,0.9,1.39,1.92,124.9,145.5
1.8943,0.19386,0.29618,0.9,0.19525,0.29703,0.9,0.19402,0.29731,0.9,1.74,1.06,124.9,144.7
1.9102,0.19368,0.29527,0.9,0.19516,0.29693,0.9,0.19384,0.29631,0.9,2.37,0.96,124.9,143.9
1.9263,0.19394,0.2966,0.9,0.19509,0.29691,0.9,0.19368,0.2955,0.9,1.26,0.73,162.4,144.6
1.9429,0.19375,0.29565,0.9,0.19501,0.29683,0.9,0.19383,0.29512,0.9,1.83,0.36,162.4,145.3
1.9584,0.19385,0.29522,0.9,0.19494,0.29673,0.9,0.19417,0.29511,0.9,1.98,0.4,162.4,146.0
1.9741,0.19444,0.2953,0.9,0.19491,0.29665,0.9,0.19462,0.29508,0.9,1.52,0.48,121.4,145.0
1.9897,0.19406,0.29545,0.9,0.19486,0.29658,0.9,0.19462,0.29515,0.9,1.47,0.15,121.4,144.1
2.0087,0.19376,0.29559,0.9,0.19479,0.29652,0.9,0.19411,0.29536,0.9,1.48,0.57,121.4,143.2
2.0258,0.19474,0.29518,0.9,0.19479,0.29644,0.9,0.19406,0.29539,0.9,1.34,0.09,171.3,144.3
2.041,0.19436,0.29533,0.9,0.19476,0.29637,0.9,0.19376,0.29553,0.9,1.19,0.33,171.3,145.4
2.0565,0.19379,0.29575,0.9,0.1947,0.29633,0.9,0.19368,0.29564,0.9,1.15,0.13,115.8,144.2
2.0724,0.1942,0.29579,0.9,0.19467,0.2963,0.9,0.19361,0.29571,0.9,0.74,0.09,115.8,143.1
2.0879,0.1946,0.29582,0.9,0.19467,0.29627,0.9,0.19387,0.29575,0.9,0.48,0.33,115.8,142.0
2.1038,0.19412,0.29577,0.9,0.19464,0.29624,0.9,0.19415,0.29577,0.9,0.74,0.35,101.6,140.4
2.1194,0.1946,0.29582,0.9,0.19464,0.29622,0.9,0.19475,0.2958,0.9,0.42,0.64,154.1,140.9
2.1358,0.19459,0.29582,0.9,0.19463,0.29619,0.9,0.1937,0.29569,0.9,0.4,0.97,154.1,141.4
2.1519,0.19356,0.29572,0.9,0.19457,0.29616,0.9,0.19266,0.29558,0.9,1.17,0.91,154.1,141.9
2.1692,0.19385,0.29574,0.9,0.19453,0.29614,0.9,0.19262,0.29528,0.9,0.83,0.24,175.6,143.3
2.1853,0.19283,0.29564,0.9,0.19442,0.29611,0.9,0.19298,0.29491,0.9,1.76,0.52,175.6,144.6
2.2011,0.19273,0.29536,0.9,0.19432,0.29606,0.9,0.19334,0.29475,0.9,1.86,0.43,175.6,145.8
2.2192,0.19353,0.29489,0.9,0.19427,0.29599,0.9,0.19348,0.29482,0.9,1.42,0.25,146.3,145.8
2.2359,0.19395,0.29507,0.9,0.19425,0.29594,0.9,0.19393,0.29502,0.9,0.98,0.55,146.3,145.9
2.2522,0.19431,0.29527,0.9,0.19426,0.2959,0.9,0.19429,0.2952,0.9,0.67,0.44,143.4,145.8
2.2688,0.19432,0.29551,0.9,0.19426,0.29587,0.9,0.1943,0.29545,0.9,0.4,0.28,143.4,145.7
2.2852,0.19432,0.29539,0.9,0.19427,0.29585,0.9,0.19371,0.29568,0.9,0.48,0.59,182.5,147.1
2.2998,0.19433,0.2956,0.9,0.19427,0.29583,0.9,0.1933,0.29573,0.9,0.25,0.35,182.5,148.6
2.3161,0.19389,0.29568,0.9,0.19425,0.29582,0.9,0.19284,0.29579,0.9,0.4,0.39,182.5,149.9
2.3313,0.19359,0.29571,0.9,0.19421,0.29582,0.9,0.19349,0.29521,0.9,0.66,0.88,190.1,151.5
2.348,0.19309,0.29577,0.9,0.19414,0.29581,0.9,0.19431,0.29456,0.9,1.12,1.0,190.1,153.1
2.3637,0.19322,0.2955,0.9,0.19408,0.29579,0.9,0.19407,0.29428,0.9,0.98,0.32,190.1,154.5
2.3791,0.194,0.29486,0.9,0.19408,0.29574,0.9,0.1923,0.29451,0.9,0.94,1.68,189.7,155.9
2.3952,0.19454,0.29429,0.9,0.19411,0.29565,0.9,0.19091,0.29468,0.9,1.52,1.23,189.7,157.3
2.4109,0.19265,0.29454,0.9,0.19402,0.29558,0.9,0.19163,0.2945,0.9,1.84,0.85,189.7,158.6
2.4272,0.19288,0.29427,0.9,0.19395,0.29551,0.9,0.19245,0.29429,0.9,1.73,0.9,150.4,158.3
2.443,0.19268,0.29452,0.9,0.19388,0.29545,0.9,0.19304,0.2942,0.9,1.6,0.62,150.4,158.0
2.4585,0.19188,0.29505,0.9,0.19376,0.29542,0.9,0.19219,0.29477,0.9,2.03,0.99,150.4,157.7
2.4737,0.19265,0.29433,0.9,0.19369,0.29536,0.9,0.19159,0.29518,0.9,1.56,0.67,199.9,159.3
2.4891,0.19297,0.29433,0.9,0.19365,0.2953,0.9,0.19085,0.29568,0.9,1.25,0.79,199.9,161.0
2.5047,0.19216,0.29487,0.9,0.19356,0.29527,0.9,0.1911,0.29586,0.9,1.54,0.37,199.9,162.5
2.5206,0.19381,0.2964,0.9,0.19357,0.29534,0.9,0.19146,0.29584,0.9,1.16,0.43,117.2,160.7
2.5365,0.19411,0.29754,0.9,0.1936,0.29547,0.9,0.1926,0.29578,0.9,2.26,1.18,117.2,159.0
2.552,0.19392,0.29938,0.9,0.19362,0.29571,0.9,0.19378,0.29615,0.9,3.92,1.18,106.0,156.9
2.5667,0.19288,0.29982,0.9,0.19358,0.29595,0.9,0.19412,0.29739,0.9,4.18,1.19,106.0,154.8
2.5827,0.1937,0.29597,0.9,0.19359,0.29595,0.9,0.19435,0.29828,0.9,0.12,0.8,186.8,156.1
2.5977,0.19398,0.29704,0.9,0.19361,0.29602,0.9,0.19455,0.2993,0.9,1.16,0.86,186.8,157.3
2.6133,0.19306,0.29974,0.9,0.19358,0.29624,0.9,0.1932,0.29986,0.9,3.77,1.37,154.7,157.2
2.63,0.19188,0.30024,0.9,0.19347,0.29648,0.9,0.19197,0.30037,0.9,4.34,1.19,154.7,157.1
2.6463,0.19079,0.29945,0.9,0.19331,0.29666,0.9,0.19082,0.29986,0.9,4.0,1.23,154.7,157.0
2.6629,0.19013,0.29834,0.9,0.19312,0.29676,0.9,0.18962,0.29779,0.9,3.59,2.37,162.9,157.3
2.6786,0.18919,0.29671,0.9,0.19289,0.29676,0.9,0.18903,0.29656,0.9,3.93,1.3,162.9,157.5
2.6943,0.18926,0.29624,0.9,0.19267,0.29673,0.9,0.1891,0.29608,0.9,3.66,0.54,162.9,157.7
2.7099,0.18928,0.29612,0.9,0.19247,0.29669,0.9,0.18915,0.29576,0.9,3.44,0.39,169.9,158.2
2.7254,0.18925,0.29562,0.9,0.19227,0.29663,0.9,0.18737,0.2947,0.9,3.39,1.82,169.9,158.7
2.7417,0.18689,0.29437,0.9,0.19195,0.29649,0.9,0.18497,0.29343,0.9,5.84,2.35,169.9,159.1
2.7571,0.18684,0.29435,0.9,0.19164,0.29636,0.9,0.18588,0.29399,0.9,5.54,1.35,186.8,160.2
2.7726,0.18554,0.29369,0.9,0.19128,0.2962,0.9,0.18676,0.29452,0.9,6.66,1.24,186.8,161.3
2.7881,0.18641,0.29423,0.9,0.19099,0.29608,0.9,0.18718,0.29489,0.9,5.26,0.7,186.8,162.3
2.8037,0.18595,0.29492,0.9,0.19068,0.29601,0.9,0.18753,0.29529,0.9,5.17,0.61,112.3,160.3
2.8193,0.18464,0.29441,0.9,0.19032,0.29592,0.9,0.18789,0.2957,0.9,6.26,0.58,112.3,158.4
2.8363,0.18624,0.29522,0.9,0.19008,0.29588,0.9,0.18597,0.29503,0.9,4.14,1.84,112.3,156.6
2.8524,0.18742,0.29581,0.9,0.18992,0.29587,0.9,0.18436,0.29441,0.9,2.66,1.45,112.3,154.8
2.8684,0.18813,0.29582,0.9,0.18981,0.29587,0.9,0.18536,0.29491,0.9,1.78,1.34,112.3,153.1
2.8842,0.18719,0.29569,0.9,0.18965,0.29586,0.9,0.18661,0.2955,0.9,2.63,1.58,147.8,152.9
2.9002,0.1881,0.29595,0.9,0.18956,0.29586,0.9,0.18785,0.29609,0.9,1.56,1.5,147.8,152.7
2.9158,0.18827,0.29528,0.9,0.18948,0.29583,0.9,0.1881,0.29544,0.9,1.42,0.71,147.8,152.5
2.9315,0.18863,0.29416,0.9,0.18943,0.29573,0.9,0.18819,0.29508,0.9,1.88,0.36,119.4,151.1
2.949,0.18881,0.29415,0.9,0.18939,0.29563,0.9,0.18837,0.29422,0.9,1.69,0.8,119.4,149.9
2.9649,0.1885,0.29421,0.9,0.18934,0.29555,0.9,0.1887,0.29404,0.9,1.68,0.43,102.3,148.0
2.9813,0.18823,0.29425,0.9,0.18927,0.29547,0.9,0.18889,0.29406,0.9,1.71,0.27,102.3,146.1
2.9974,0.18823,0.29407,0.9,0.18921,0.29539,0.9,0.1886,0.29411,0.9,1.74,0.27,102.3,144.4
3.0142,0.18875,0.29415,0.9,0.18918,0.29531,0.9,0.18847,0.29414,0.9,1.31,0.13,194.6,146.4
3.031,0.18892,0.29415,0.9,0.18917,0.29524,0.9,0.18822,0.29419,0.9,1.19,0.22,194.6,148.3
3.0482,0.18875,0.29418,0.9,0.18914,0.29518,0.9,0.18818,0.29407,0.9,1.14,0.07,194.6,150.2
3.0644,0.18833,0.2938,0.9,0.18909,0.2951,0.9,0.18824,0.29381,0.9,1.6,0.22,144.2,149.9
3.0814,0.18802,0.29361,0.9,0.18903,0.29501,0.9,0.18818,0.29358,0.9,1.83,0.16,144.2,149.7
3.1015,0.18834,0.29377,0.9,0.18899,0.29493,0.9,0.18733,0.29339,0.9,1.42,0.8,183.9,151.1
3.118,0.18796,0.2936,0.9,0.18893,0.29485,0.9,0.1868,0.29328,0.9,1.68,0.49,183.9,152.4
3.1354,0.18735,0.29345,0.9,0.18883,0.29477,0.9,0.18782,0.2932,0.9,2.11,0.99,183.9,153.7
3.1526,0.18962,0.2931,0.9,0.18888,0.29467,0.9,0.18856,0.29313,0.9,1.85,0.67,136.1,153.0
3.1702,0.18982,0.29281,0.9,0.18893,0.29456,0.9,0.18982,0.29302,0.9,2.08,1.13,136.1,152.3
3.1868,0.18994,0.29252,0.9,0.189,0.29443,0.9,0.18996,0.29269,0.9,2.27,0.23,136.1,151.6
3.204,0.1897,0.29267,0.9,0.18904,0.29433,0.9,0.19012,0.29236,0.9,1.9,0.23,119.6,150.4
3.2209,0.18995,0.29251,0.9,0.18909,0.29422,0.9,0.18996,0.29243,0.9,2.03,0.34,178.9,151.5
3.2417,0.18996,0.29237,0.9,0.18914,0.29411,0.9,0.18951,0.29295,0.9,2.05,0.81,178.9,152.6
3.2579,0.18962,0.29276,0.9,0.18917,0.29403,0.9,0.18915,0.2931,0.9,1.43,0.48,178.9,153.6
3.2744,0.18909,0.29317,0.9,0.18917,0.29398,0.9,0.18911,0.29308,0.9,0.86,0.11,155.7,153.7
3.2909,0.18872,0.29279,0.9,0.18914,0.29391,0.9,0.18872,0.29268,0.9,1.27,0.55,155.7,153.8
3.3082,0.18839,0.29226,0.9,0.1891,0.29381,0.9,0.18826,0.29217,0.9,1.81,0.65,132.5,153.0
3.3252,0.18852,0.29225,0.9,0.18906,0.29371,0.9,0.1884,0.29217,0.9,1.66,0.14,132.5,152.1
3.3423,0.18819,0.29224,0.9,0.18901,0.29362,0.9,0.18853,0.29216,0.9,1.71,0.14,132.5,151.4
3.3577,0.18745,0.29246,0.9,0.18892,0.29355,0.9,0.18851,0.29216,0.9,1.95,0.1,106.8,149.6
3.3739,0.18786,0.29266,0.9,0.18885,0.2935,0.9,0.18733,0.29214,0.9,1.38,1.17,106.8,147.9
3.3899,0.18848,0.29224,0.9,0.18883,0.29343,0.9,0.18726,0.29228,0.9,1.31,0.23,184.5,149.3
3.4062,0.18745,0.29222,0.9,0.18875,0.29335,0.9,0.18768,0.29249,0.9,1.83,0.45,184.5,150.7
3.4219,0.18719,0.29233,0.9,0.18865,0.29329,0.9,0.18828,0.29261,0.9,1.86,0.55,186.6,152.2
3.4383,0.18761,0.29254,0.9,0.18859,0.29325,0.9,0.18909,0.29249,0.9,1.28,0.7,186.6,153.6
3.4569,0.18823,0.29266,0.9,0.18857,0.29321,0.9,0.19001,0.29235,0.9,0.68,0.78,186.6,154.9
3.4736,0.18988,0.29262,0.9,0.18865,0.29318,0.9,0.19004,0.29241,0.9,1.44,0.14,100.8,152.7
3.4901,0.1904,0.2925,0.9,0.18875,0.29314,0.9,0.18978,0.29255,0.9,1.87,0.41,100.8,150.6
3.5066,0.19015,0.29256,0.9,0.18884,0.2931,0.9,0.18985,0.29262,0.9,1.51,0.1,137.1,150.1
3.5238,0.19009,0.29251,0.9,0.18891,0.29307,0.9,0.19041,0.29248,0.9,1.39,0.46,137.1,149.6
3.5415,0.18877,0.29262,0.9,0.1889,0.29304,0.9,0.18974,0.29251,0.9,0.47,0.75,137.1,149.1
3.558,0.18989,0.29261,0.9,0.18896,0.29301,0.9,0.18854,0.29261,0.9,1.08,1.23,197.5,151.0
