timestamp,tau_raw_ms,tau_filt_ms,err_std_mm,err_prop_mm
6.5866,193.5,165.9,3.02,0.11
6.5966,185.7,166.7,1.87,0.1
6.6066,163.9,166.5,1.05,0.15
6.6166,226.7,168.9,6.94,0.23
6.6266,188.2,169.7,1.71,0.1
6.6366,151.0,169.0,3.13,0.22
6.6466,137.1,167.7,4.69,0.28
6.6567,141.7,166.7,3.83,0.24
6.6667,150.6,166.0,2.49,0.19
6.6767,141.6,165.0,3.47,0.22
6.6867,143.6,164.2,3.0,0.2
6.6967,153.0,163.7,1.65,0.15
6.7067,141.2,162.8,3.03,0.2
6.7167,213.0,164.8,6.17,0.23
6.7267,130.7,163.5,4.54,0.25
6.7367,174.5,163.9,1.23,0.1
6.7467,162.5,163.9,0.36,0.11
6.7568,219.0,166.1,6.76,0.25
6.7668,131.3,164.7,4.67,0.25
6.7768,159.1,164.4,0.89,0.13
6.7868,215.6,166.5,6.25,0.23
6.7968,204.4,168.0,4.47,0.16
6.8068,198.8,169.2,3.5,0.14
6.8168,142.1,168.2,3.85,0.23
6.8268,132.6,166.7,4.82,0.26
6.8368,181.6,167.3,1.63,0.11
6.8468,206.8,168.9,4.7,0.19
6.8569,168.7,168.9,0.41,0.12
6.8669,169.3,168.9,0.31,0.12
6.8769,139.3,167.7,4.04,0.22
6.8869,187.4,168.5,2.24,0.12
6.8969,128.3,166.9,5.33,0.27
6.9069,141.0,165.9,3.41,0.19
6.9169,150.3,165.3,2.04,0.15
6.9269,157.6,164.9,1.0,0.13
6.9369,130.1,163.6,4.39,0.22
6.9469,116.5,161.7,5.85,0.27
6.957,165.1,161.8,0.63,0.11
6.967,132.0,160.6,3.59,0.19
6.977,160.3,160.6,0.23,0.11
6.987,116.7,158.8,5.3,0.25
6.997,148.4,158.4,1.02,0.12
7.007,152.6,158.2,0.44,0.11
7.017,103.6,156.0,6.54,0.29
7.027,131.1,155.0,2.7,0.16
7.037,110.0,153.2,5.19,0.23
7.047,101.9,151.2,5.88,0.26
7.0571,193.6,152.9,5.99,0.28
7.0671,126.0,151.8,2.88,0.16
7.0771,173.8,152.7,3.32,0.18
7.0871,117.4,151.3,3.98,0.19
7.0971,159.1,151.6,1.53,0.14
7.1071,166.1,152.1,2.31,0.16
7.1171,148.8,152.0,0.15,0.12
7.1271,135.5,151.4,1.69,0.13
7.1371,128.7,150.4,2.44,0.15
7.1471,121.5,149.3,3.19,0.16
7.1572,178.7,150.5,4.19,0.22
7.1672,168.0,151.2,2.59,0.17
7.1772,180.7,152.3,4.02,0.21
7.1872,95.8,150.1,6.88,0.3
7.1972,155.7,150.3,1.05,0.14
7.2072,175.7,151.3,3.5,0.2
7.2172,99.2,149.2,6.32,0.28
7.2272,87.0,146.7,7.47,0.32
7.2372,153.8,147.0,1.37,0.14
7.2472,136.4,146.6,0.91,0.12
7.2573,162.5,147.2,2.43,0.16
7.2673,91.6,145.0,6.62,0.29
7.2773,156.6,145.5,1.94,0.15
7.2873,96.6,143.5,5.71,0.25
7.2973,92.2,141.5,5.92,0.25
7.3073,91.8,139.5,5.62,0.24
7.3173,156.3,140.2,2.83,0.18
7.3273,140.8,140.2,0.75,0.12
7.3373,126.1,139.6,1.2,0.12
7.3473,109.3,138.4,3.23,0.17
7.3574,160.7,139.3,3.44,0.19
7.3674,111.8,138.2,2.92,0.16
7.3774,153.9,138.8,2.55,0.17
7.3874,115.8,137.9,2.4,0.15
7.3974,109.2,136.8,3.07,0.17
7.4074,117.5,136.0,1.85,0.13
7.4174,101.1,134.6,3.79,0.18
7.4274,145.5,135.0,2.03,0.16
7.4374,120.8,134.5,1.22,0.13
7.4474,93.6,132.8,4.55,0.2
7.4575,160.2,133.9,4.09,0.22
7.4675,108.5,132.9,2.65,0.15
7.4775,124.4,132.6,0.52,0.12
7.4875,160.7,133.7,4.09,0.22
7.4975,132.4,133.6,0.31,0.12
7.5075,81.7,131.6,6.1,0.27
7.5175,164.0,132.9,4.61,0.23
7.5275,132.9,132.9,0.43,0.12
7.5375,103.7,131.7,3.27,0.18
7.5475,84.3,129.8,5.52,0.25
7.5576,149.9,130.6,3.06,0.18
7.5676,132.7,130.7,0.72,0.12
7.5776,124.2,130.4,0.4,0.12
7.5876,160.5,131.6,4.19,0.21
7.5976,150.3,132.4,2.65,0.15
7.6076,86.9,130.6,5.48,0.26
7.6176,103.2,129.5,3.1,0.18
7.6276,97.2,128.2,3.67,0.19
7.6376,147.2,128.9,2.83,0.17
7.6476,76.5,126.8,6.22,0.28
7.6577,130.6,127.0,0.95,0.12
7.6677,150.3,127.9,3.37,0.18
7.6777,162.2,129.3,4.66,0.22
7.6877,109.3,128.5,2.28,0.15
7.6977,157.7,129.7,3.95,0.19
7.7077,87.2,128.0,5.15,0.25
7.7177,161.4,129.3,4.48,0.2
7.7277,90.1,127.7,4.75,0.24
7.7377,117.7,127.3,1.0,0.13
7.7477,158.4,128.6,4.17,0.19
7.7578,94.3,127.2,4.14,0.21
7.7678,102.9,126.2,2.81,0.17
7.7778,152.9,127.3,3.65,0.18
7.7878,153.5,128.3,3.49,0.17
7.7978,146.3,129.1,2.38,0.14
7.8078,152.4,130.0,3.0,0.15
7.8178,138.0,130.3,1.02,0.11
7.8278,109.7,129.5,2.61,0.17
7.8378,119.9,129.1,1.18,0.13
7.8478,104.4,128.1,3.06,0.19
7.8579,177.9,130.1,6.36,0.26
7.8679,146.2,130.8,2.0,0.13
7.8779,128.9,130.7,0.34,0.12
7.8879,135.9,130.9,0.6,0.11
7.8979,185.3,133.1,6.76,0.27
7.9079,106.8,132.0,3.53,0.21
7.9179,151.0,132.8,2.25,0.12
7.9279,143.9,133.2,1.22,0.11
7.9379,155.3,134.1,2.59,0.13
7.9479,96.9,132.6,4.93,0.27
7.958,183.3,134.6,6.22,0.23
7.968,190.2,136.9,6.72,0.25
7.978,154.4,137.6,1.83,0.11
7.988,168.5,138.8,3.48,0.14
7.998,192.1,140.9,6.23,0.22
8.008,171.5,142.2,3.27,0.12
8.018,117.0,141.1,3.84,0.25
8.028,160.3,141.9,1.89,0.1
8.038,164.2,142.8,2.27,0.1
8.048,146.9,143.0,0.35,0.13
8.0581,179.1,144.4,3.98,0.13
8.0681,199.8,146.6,6.34,0.2
8.0781,199.8,148.8,5.97,0.18
8.0881,153.3,148.9,0.53,0.14
8.0981,120.4,147.8,4.42,0.28
8.1081,208.5,150.2,6.95,0.22
8.1181,194.8,152.0,4.81,0.14
8.1281,124.2,150.9,4.41,0.29
8.1381,204.7,153.0,6.01,0.17
8.1481,200.5,154.9,5.12,0.14
8.1582,166.2,155.4,0.65,0.13
8.1682,174.2,156.1,1.52,0.1
8.1782,155.8,156.1,1.05,0.17
8.1882,122.2,154.8,5.16,0.32
8.1982,151.0,154.6,1.25,0.17
8.2082,198.5,156.4,4.84,0.14
8.2182,119.5,154.9,5.42,0.32
8.2282,153.1,154.8,0.9,0.15
8.2382,160.2,155.0,0.25,0.12
8.2482,174.8,155.8,1.93,0.09
8.2583,213.7,158.2,6.69,0.21
8.2683,157.0,158.1,0.91,0.15
8.2783,157.7,158.1,0.78,0.15
8.2883,197.4,159.7,4.31,0.13
8.2983,169.4,160.1,0.6,0.11
8.3083,147.2,159.5,2.33,0.2
8.3183,170.5,160.0,0.8,0.11
8.3283,139.8,159.2,3.16,0.23
8.3383,143.9,158.6,2.47,0.2
8.3483,176.5,159.3,1.8,0.09
8.3584,169.0,159.7,0.76,0.1
8.3684,219.0,162.0,6.97,0.23
8.3784,164.1,162.1,0.44,0.13
8.3884,186.2,163.1,2.46,0.1
8.3984,191.7,164.2,3.0,0.11
8.4084,130.1,162.9,4.96,0.28
8.4184,195.4,164.2,3.56,0.12
8.4284,147.0,163.5,2.76,0.2
8.4384,225.5,166.0,7.29,0.25
8.4484,144.5,165.1,3.36,0.23
8.4585,171.2,165.3,0.31,0.11
8.4685,138.4,164.3,3.94,0.24
8.4785,229.6,166.9,7.77,0.27
8.4885,180.2,167.4,1.11,0.1
8.4985,189.5,168.3,2.2,0.1
8.5085,136.7,167.0,4.6,0.26
8.5185,204.9,168.6,4.26,0.15
8.5285,150.9,167.8,2.81,0.2
8.5385,219.6,169.9,6.01,0.21
8.5485,150.2,169.1,3.1,0.21
8.5586,148.6,168.3,3.12,0.21
8.5686,133.0,166.9,4.9,0.27
8.5786,176.3,167.3,0.85,0.1
8.5886,185.3,168.0,1.93,0.1
8.5986,135.1,166.7,4.5,0.25
8.6086,205.8,168.2,4.65,0.17
8.6186,173.3,168.4,0.3,0.11
8.6286,180.0,168.9,1.11,0.1
8.6386,171.3,169.0,0.15,0.11
8.6486,166.9,168.9,0.63,0.13
8.6587,182.3,169.4,1.37,0.1
8.6687,141.4,168.3,3.87,0.23
8.6787,143.6,167.3,3.37,0.2
8.6887,211.1,169.1,5.32,0.2
8.6987,219.0,171.1,5.99,0.22
8.7087,161.1,170.7,1.66,0.15
8.7187,150.3,169.9,2.92,0.2
8.7287,187.0,170.6,1.87,0.11
8.7387,162.8,170.2,1.29,0.14
8.7487,123.8,168.4,6.11,0.3
8.7588,136.2,167.1,4.19,0.22
8.7688,191.5,168.1,3.01,0.15
8.7788,185.1,168.8,2.02,0.12
8.7888,121.2,166.9,6.14,0.3
8.7988,139.9,165.8,3.42,0.19
8.8088,140.1,164.7,3.19,0.18
8.8188,183.4,165.5,2.44,0.13
8.8288,117.3,163.6,6.0,0.28
8.8388,125.0,162.0,4.69,0.23
8.8488,193.7,163.3,4.23,0.2
8.8589,130.7,162.0,3.94,0.2
8.8689,177.3,162.6,2.15,0.13
8.8789,135.0,161.5,3.3,0.18
8.8889,120.2,159.8,4.96,0.23
8.8989,133.7,158.8,2.97,0.16
8.9089,180.7,159.7,3.12,0.17
8.9189,193.1,161.0,4.49,0.22
8.9289,189.7,162.2,3.79,0.19
8.9389,145.4,161.5,2.0,0.14
8.9489,171.6,161.9,1.41,0.12
8.959,124.4,160.4,4.61,0.22
8.969,132.2,159.3,3.35,0.18
8.979,191.6,160.6,4.31,0.21
8.989,102.3,158.2,7.16,0.32
8.999,108.6,156.2,5.94,0.26
9.009,119.9,154.8,4.17,0.2
9.019,100.9,152.6,6.31,0.27
9.029,115.4,151.1,4.11,0.19
9.039,154.6,151.3,1.11,0.13
9.049,137.5,150.7,1.17,0.12
9.0591,183.7,152.1,4.74,0.24
9.0691,175.3,153.0,3.39,0.19
9.0791,126.8,151.9,2.91,0.16
9.0891,117.7,150.6,3.88,0.19
9.0991,128.8,149.7,2.26,0.15
9.1091,148.9,149.7,0.46,0.12
9.1191,115.8,148.3,3.77,0.18
9.1291,150.6,148.4,0.85,0.13
9.1391,128.2,147.6,2.03,0.14
9.1491,141.7,147.4,0.29,0.12
9.1592,129.2,146.6,1.77,0.13
9.1692,114.2,145.3,3.54,0.17
9.1792,178.8,146.7,4.79,0.25
9.1892,159.6,147.2,2.08,0.16
9.1992,96.4,145.2,5.98,0.26
9.2092,168.5,146.1,3.43,0.19
9.2192,129.7,145.4,1.66,0.14
9.2292,169.7,146.4,3.47,0.19
9.2392,159.5,146.9,1.98,0.15
9.2492,121.4,145.9,2.93,0.17
9.2593,80.4,143.3,7.89,0.34
9.2693,104.4,141.7,4.41,0.2
9.2793,131.1,141.3,0.82,0.12
9.2893,139.7,141.2,0.38,0.12
9.2993,101.6,139.7,4.48,0.21
9.3093,89.2,137.6,5.76,0.25
9.3193,158.2,138.5,3.26,0.19
9.3293,172.7,139.8,4.88,0.24
9.3393,126.3,139.3,1.25,0.13
9.3493,90.5,137.3,5.67,0.25
9.3594,100.1,135.8,4.12,0.2
9.3694,74.3,133.4,7.1,0.3
9.3794,163.6,134.6,4.53,0.23
9.3894,83.6,132.6,5.79,0.25
9.3994,129.1,132.4,0.4,0.12
9.4094,98.6,131.1,3.57,0.17
9.4194,126.4,130.9,0.31,0.12
9.4294,135.9,131.1,1.34,0.14
9.4394,153.5,132.0,3.46,0.2
9.4494,91.0,130.3,4.6,0.21
9.4595,71.3,128.0,6.79,0.28
9.4695,83.8,126.2,4.82,0.21
9.4795,160.1,127.6,5.05,0.26
9.4895,157.4,128.8,4.41,0.24
9.4995,129.7,128.8,0.69,0.13
9.5095,130.1,128.8,0.69,0.13
9.5195,136.6,129.2,1.45,0.14
9.5295,87.7,127.5,4.78,0.22
9.5395,161.7,128.9,4.8,0.24
9.5495,112.2,128.2,1.7,0.14
9.5596,108.8,127.4,2.03,0.14
9.5696,122.6,127.2,0.19,0.12
9.5796,75.6,125.2,6.06,0.27
9.5896,87.8,123.7,4.17,0.19
9.5996,145.3,124.5,3.3,0.2
9.6096,80.0,122.8,5.09,0.23
9.6196,132.4,123.1,1.8,0.15
9.6296,97.0,122.1,2.77,0.16
9.6396,111.8,121.7,0.76,0.12
9.6496,102.1,120.9,1.92,0.14
9.6597,109.3,120.4,0.91,0.12
9.6697,146.1,121.5,3.78,0.19
9.6797,104.4,120.8,1.69,0.14
9.6897,131.8,121.2,1.86,0.14
9.6997,123.3,121.3,0.69,0.12
9.7097,142.6,122.2,3.07,0.17
9.7197,170.6,124.1,6.39,0.28
9.7297,150.7,125.2,3.51,0.17
9.7397,99.6,124.1,3.13,0.18
9.7497,81.9,122.4,5.17,0.25
9.7598,105.7,121.8,1.87,0.14
9.7698,139.7,122.5,2.51,0.15
9.7798,86.0,121.0,4.39,0.22
9.7898,131.2,121.4,1.56,0.13
9.7998,142.0,122.3,2.82,0.15
9.8098,116.5,122.0,0.55,0.12
9.8198,161.0,123.6,5.07,0.22
9.8298,95.4,122.5,3.49,0.2
9.8398,93.0,121.3,3.58,0.2
9.8498,159.2,122.8,4.95,0.2
9.8599,136.8,123.4,1.83,0.12
9.8699,156.9,124.7,4.25,0.18
9.8799,132.4,125.0,0.93,0.11
9.8899,114.5,124.6,1.41,0.14
9.8999,172.6,126.5,5.99,0.23
9.9099,171.6,128.3,5.5,0.21
9.9199,162.0,129.7,3.97,0.16
9.9299,120.7,129.3,1.51,0.16
9.9399,153.4,130.3,2.73,0.12
9.9499,131.4,130.3,0.35,0.12
9.96,105.4,129.3,3.49,0.22
9.97,188.9,131.7,7.23,0.26
9.98,111.8,130.9,2.93,0.2
9.99,194.1,133.4,7.61,0.27
10.0,144.6,133.9,0.97,0.11
